"region","hbcu","tribal","urban","open","landGrant","associates","allDistance","partDistance","studyAbroad","weekend","remedial","counseling","dayCare","oncampusHousing","mealPlan","instateTuition","size","facultyRatio","grantAid","loanAid","minorityEnroll","placeEmploy","tuitionOptions"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28000,"1-4,999",15,11999,7922,48,"Yes","Yes"
"SE","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",4188,"10-19,999",17,5803,6951,12,"Yes","Yes"
"SE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25650,"1-4,999",15,14554,7602,41,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3371,"5-9,999",15,6464,5883,40,"Yes","Yes"
"SE","No","No","Rural:D","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26200,"1-4,999",12,20054,8706,24,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",8850,"<1,000",7,10642,6644,17,"Yes","Yes"
"SE","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",31360,"1-4,999",9,16149,7919,24,"Yes","Yes"
"SE","No","No","Town:D","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",13440,"<1,000",12,7432,7648,24,"Yes","Yes"
"SE","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",25870,"1-4,999",11,17384,7639,34,"Yes","Yes"
"SE","Yes","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",11808,"1-4,999",14,9856,8118,58,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",24390,"<1,000",14,15032,6949,14,"Yes","No"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","No",7584,"1-4,999",20,3335,7554,7,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",31980,"<1,000",9,19296,6403,12,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",27930,"1-4,999",14,19632,5642,19,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",3500,"<1,000",12,6368,4740,87,"No","Yes"
"SE","Yes","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",3238,"5-9,999",14,7581,7326,75,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",3779,"10-19,999",16,6011,6650,12,"Yes","No"
"PL","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",9360,"<1,000",17,3778,7636,6,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",2861,"1-4,999",14,3512,5660,6,"Yes","No"
"PL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",5013,"1-4,999",10,4331,6272,9,"Yes","No"
"PL","No","Yes","Rural:R","Yes","Yes","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",3600,"<1,000",10,4374,7554,9,"Yes","Yes"
"PL","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",19350,"1-4,999",13,11731,7676,13,"Yes","Yes"
"PL","No","No","Rural:F","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",15440,"1-4,999",13,8007,7017,6,"Yes","Yes"
"PL","No","No","Rural:R","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",4930,"1-4,999",15,4083,6274,13,"Yes","Yes"
"PL","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",5065,"1-4,999",12,3905,6376,11,"Yes","Yes"
"PL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",6548,"10-19,999",21,4835,6692,5,"Yes","Yes"
"PL","No","No","City:M","No","Yes","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6762,"10-19,999",18,4824,6374,5,"Yes","Yes"
"PL","No","Yes","Rural:R","Yes","Yes","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",3600,"<1,000",8,9248,7554,0,"Yes","No"
"PL","No","No","Rural:R","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",13556,"<1,000",13,17649,6087,14,"Yes","Yes"
"PL","No","Yes","Suburb:S","Yes","Yes","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",4600,"<1,000",6,9956,4880,5,"Yes","No"
"PL","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",5153,"1-4,999",11,4881,6196,9,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12020,"<1,000",12,4506,8723,34,"Yes","Yes"
"GL","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8618,"20,000+",19,5565,6847,14,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",5996,"<1,000",10,5985,3351,0,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","No",26908,"<1,000",8,14941,10875,14,"Yes","Yes"
"GL","No","No","Town:F","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",19298,"5-9,999",14,9761,6981,14,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",15690,"<1,000",6,3766,5872,5,"No","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29908,"1-4,999",13,17143,7385,14,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",9096,"10-19,999",20,6973,7002,14,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",15786,"<1,000",8,5358,9131,37,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",32630,"1-4,999",12,20515,5535,14,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",27006,"1-4,999",13,12592,9282,5,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Implied no","Implied no","Implied no","Yes","Implied no","No","No",12920,"<1,000",10,4512,7676,13,"No","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",15966,"<1,000",13,8880,7260,16,"Yes","No"
"GL","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",17625,"<1,000",15,5962,9274,12,"Yes","No"
"GL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",9322,"20,000+",18,6527,7200,10,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",5316,"1-4,999",14,4465,6393,5,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",6010,"5-9,999",17,4839,6140,24,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",8740,"1-4,999",12,5592,8437,29,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",35980,"<1,000",9,20474,7848,13,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",45700,"<1,000",7,24566,7908,0,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",9636,"10-19,999",18,5996,7695,23,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",30840,"1-4,999",10,13135,8179,15,"No","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",39090,"10-19,999",16,17573,6740,6,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30400,"<1,000",11,16332,7645,14,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30564,"5-9,999",16,13253,9978,5,"Yes","Yes"
"GL","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",11616,"5-9,999",15,5804,9638,22,"No","Yes"
"GL","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",6000,"<1,000",11,5707,3577,8,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",13304,"<1,000",7,4106,7358,13,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",27900,"1-4,999",12,16793,7046,9,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29347,"1-4,999",10,17928,8033,21,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",18,4046,7639,27,"Yes","No"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",35930,"1-4,999",13,22838,6862,8,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",17430,"1-4,999",12,4514,10078,40,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5664,"1-4,999",22,3843,6887,8,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5664,"1-4,999",22,3802,6407,9,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5664,"1-4,999",21,3941,6743,3,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5664,"1-4,999",20,4019,6752,5,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",10012,"20,000+",21,6724,7194,12,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",10944,"<1,000",9,4959,11358,7,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27770,"1-4,999",14,18923,7260,18,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",18970,"1-4,999",12,8609,8372,20,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27104,"1-4,999",12,16374,7683,11,"Yes","Yes"
"GL","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",33340,"1-4,999",10,22750,7155,7,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",11143,"1-4,999",6,4315,8193,14,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",4770,"1-4,999",17,4195,6522,12,"Yes","Yes"
"GL","No","No","Suburb:S","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",4770,"1-4,999",14,4225,6571,7,"Yes","Yes"
"GL","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",11673,"10-19,999",15,8640,6560,7,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Implied no","Implied no","Yes","Implied no","Yes","No",18747,"1-4,999",13,5549,8266,9,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",28230,"1-4,999",13,15903,7452,8,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",17749,"1-4,999",13,13651,8006,6,"Yes","No"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",26500,"1-4,999",12,14487,7934,11,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",25080,"1-4,999",14,15398,7564,7,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",11772,"<1,000",7,4079,6064,22,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",27520,"1-4,999",14,15732,7414,28,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29690,"1-4,999",14,16867,8199,22,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",28250,"1-4,999",11,18773,5697,4,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","No","No",6912,"1-4,999",18,3831,6232,7,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",6912,"1-4,999",19,4795,6639,14,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","No","No",6912,"1-4,999",17,4507,6257,8,"Yes","Yes"
"GL","No","No","City:L","No","Yes","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",9168,"20,000+",19,8725,6807,10,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",4872,"1-4,999",21,3022,4979,6,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5060,"1-4,999",16,3716,5771,5,"Yes","Yes"
"GL","No","No","Suburb:M","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",4872,"1-4,999",18,4051,6274,4,"Yes","Yes"
"GL","No","No","Rural:F","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","No","No",5060,"1-4,999",21,3664,5343,6,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",11075,"20,000+",18,5659,6377,8,"Yes","Yes"
"GL","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",5076,"1-4,999",19,3834,5407,6,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31424,"1-4,999",10,17216,7111,8,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",10100,"<1,000",9,9217,7554,0,"Yes","Yes"
"GL","No","No","Rural:D","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",23260,"1-4,999",20,6554,8254,5,"Yes","No"
"GL","No","No","Town:F","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6251,"1-4,999",17,4951,6549,6,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",11772,"<1,000",10,4488,6417,55,"Yes","Yes"
"GL","No","No","City:M","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",11772,"<1,000",9,3999,6349,25,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",24320,"1-4,999",14,8983,5602,11,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",22140,"1-4,999",15,10505,8344,17,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8052,"20,000+",20,7839,6866,17,"Yes","Yes"
"GL","No","No","City:L","Yes","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",12000,"1-4,999",10,7019.78051343664,7554,50,"Yes","Yes"
"GL","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",22012,"1-4,999",20,13753,9526,10,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28230,"1-4,999",6,14152,10070,28,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",26300,"1-4,999",13,14417,7139,9,"Yes","Yes"
"GL","Yes","No","Rural:F","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",12020,"<1,000",8,8845,8906,80,"Yes","Yes"
"GL","No","No","Rural:F","No","No","Implied no","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",23800,"1-4,999",17,18178,7872,12,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",37230,"1-4,999",13,23517,7528,10,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",44520,"1-4,999",12,26496,6769,13,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",8730,"10-19,999",22,6356,7533,15,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",34050,"5-9,999",11,18294,7028,15,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",15,4114,8345,18,"Yes","No"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7847,"10-19,999",17,6138,6916,16,"Yes","Yes"
"SW","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",11800,"<1,000",15,4727,4682,37,"No","Yes"
"SW","No","No","Town:D","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",22808,"1-4,999",15,8578,7883,15,"Yes","Yes"
"SW","No","No","Suburb:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","Yes",22580,"1-4,999",14,13335,7946,21,"Yes","Yes"
"SW","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3960,"5-9,999",18,5781,7059,26,"Yes","Yes"
"SW","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",5157,"10-19,999",19,6022,7374,18,"Yes","Yes"
"SW","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4511,"1-4,999",18,7150,6208,8,"Yes","Yes"
"SW","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Implied no","Implied no","Yes","Yes",9580,"<1,000",11,8072,8718,28,"No","Yes"
"SW","No","No","City:L","No","No","Yes","No","Yes","Implied no","Implied no","Implied no","Yes","Implied no","Yes","No",16395,"<1,000",11,3450,7420,15,"Yes","No"
"SW","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",4425,"5-9,999",18,6593,6541,9,"Yes","Yes"
"SW","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",5167,"1-4,999",15,4428,5000,15,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",19890,"1-4,999",13,12545,6810,14,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Yes","Implied no","Yes","Yes","Yes","No",4296,"1-4,999",8,4164,11236,12,"Yes","Yes"
"SW","No","No","Rural:D","No","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",4367,"1-4,999",16,4544,6785,25,"No","Yes"
"SW","No","No","Town:D","No","Yes","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",4620,"20,000+",20,7874,6640,11,"Yes","Yes"
"SW","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",21630,"1-4,999",15,6248,6617,9,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",27276,"1-4,999",11,17783,8123,14,"Yes","Yes"
"SW","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4296,"20,000+",18,8079,7015,14,"Yes","Yes"
"SW","No","No","Town:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",3720,"1-4,999",15,8932,5149,10,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",23896,"1-4,999",16,14470,10380,22,"Yes","Yes"
"SW","No","No","Town:F","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3645,"1-4,999",19,4391,5134,8,"Yes","Yes"
"SW","No","No","Rural:F","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",20280,"<1,000",11,12481,10197,20,"No","Yes"
"SW","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",5100,"<1,000",12,8239,6306,12,"Yes","Yes"
"SW","No","No","Town:D","No","No","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",5525,"1-4,999",17,7162,6087,10,"Yes","Yes"
"SW","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",11160,"<1,000",13,16720,11431,33,"Yes","Yes"
"SW","No","No","Town:R","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",4725,"5-9,999",18,6846,5256,12,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",36482,"1-4,999",11,21929,7819,10,"Yes","Yes"
"FW","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",17316,"<1,000",16,5273,8862,17,"Yes","Yes"
"FW","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27900,"5-9,999",17,13029,8212,11,"Yes","Yes"
"FW","No","No","Town:R","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",6323,"1-4,999",17,5924,7688,7,"Yes","Yes"
"FW","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",14533,"<1,000",7,7811,6950,13,"Yes","Yes"
"FW","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",32430,"1-4,999",14,15769,7049,13,"Yes","Yes"
"FW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",15,3592,9439,13,"Yes","No"
"FW","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",44744,"1-4,999",12,24743,5950,12,"Yes","Yes"
"FW","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",38300,"1-4,999",11,22655,6995,15,"Yes","Yes"
"FW","No","No","Town:F","No","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",14166,"<1,000",6,5575,7554,46,"No","No"
"FW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",22230,"<1,000",13,9541,3853,13,"Yes","Yes"
"FW","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27100,"<1,000",12,13649,7712,11,"Yes","Yes"
"FW","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Implied no","Implied no","Yes","Yes","No","No",12744,"1-4,999",8,7674,11219,9,"Yes","Yes"
"FW","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7323,"1-4,999",19,6002,7794,10,"Yes","Yes"
"FW","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",28000,"<1,000",8,12603,7953,13,"No","Yes"
"FW","No","No","City:S","No","Yes","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",8535,"20,000+",18,6862,7286,10,"Yes","No"
